id,seccode,startPos
149091,ALRS,10000
149091,CHMF,650
149091,GMKN,5
149091,GTLC,2e+05
149091,HYDR,4e+05
149091,MOEX,4000
149091,MTSS,2000
149092,BANEP,1
149092,MTSS,-10910
149092,SBER,10
149093,AKRN,69
149093,ALRS,800
149093,BANEP,75
149093,BSPB,480
149093,CHMF,270
149093,GAZP,1580
149093,GMKN,23
149093,HYDR,50000
149093,MFON,220
149093,MOEX,580
149093,MRKP,10000
149093,MSTT,20
149093,MTLRP,140
149093,MTSS,80
149093,NKNCP,4700
149093,NLMK,470
149093,PHOR,29
149093,ROSN,350
149093,SBERP,100
149093,SNGSP,7300
149094,AFKS,7000
149094,GAZP,1000
149094,LSRG,50
149094,MTLR,1500
149094,OGKB,250000
149094,RSTI,1e+05
149094,TGKA,5e+06
149094,VTBR,2e+06
149095,BSPB,900
149096,FXRB,213
149097,SU24018RMFS2,1285
149098,SiZ7,7
149099,GAZP,4070
149099,RTKM,1070
149100,Si61000BJ7,260
149100,Si61500BJ7,155
149101,AFKS,1200
149101,GAZP,600
149101,RSTIP,7000
149101,SBER,-4750
149101,SNGS,300
149102,VTBR,6500000
149103,SBER,-15000
149104,MAGN,113000
149104,RASP,76090
149105,SiZ7,223
149106,VTBR,2.4e+08
149107,GAZP,14700
149107,MSTT,5900
149107,NKNCP,32300
149107,PRTK,3700
149107,SIBN,700
149107,SNGSP,34000
149109,RIZ7,-4
149109,BRV7,-15
149109,RTS-12.17M280917PA110000,10
149111,GAZP,10000
149112,GMKN,20
149112,LKOH,100
149112,ROSN,500
149112,SRZ7,-195
149113,AFLT,600
149113,AKRN,16
149113,CHMF,130
149113,DIXY,280
149113,GAZP,1000
149113,LKOH,80
149113,LNTA,326
149113,MAGN,-1400
149113,MSNG,40000
149113,MSTT,540
149113,MTSS,250
149113,MVID,210
149113,NKNCP,1200
149113,NLMK,-450
149113,RASP,1360
149113,RBCM,15700
149113,ROSN,190
149113,RSTI,109000
149113,RSTIP,31000
149113,RTKM,-250
149113,RUAL,1420
149113,SBER,640
149113,SNGSP,1300
149113,TATN,40
149113,YNDX,63
149114,MOEX,12000
149115,SNGSP,55000
149115,VTBR,4764
149116,ALRS,10000
149116,FEES,5500000
149116,RTKM,12040
149118,MTSS,20
149119,AFKS,10000
149119,AFLT,4500
149119,HYDR,173000
149119,ROSN,50
149119,UNAC,8e+05
149119,VTBR,4900000
149120,RTKM,130
149120,SNGSP,200
149120,VTBR,70000
149121,LKOH,-75
149121,SBER,-100
149121,BRV7,-1
149122,SiZ7,-130
149122,GZZ7,580
149123,GAZP,9450
149123,KRKNP,74
149124,CHMF,10
149124,GAZP,360
149124,MGNT,5
149124,MTSS,220
149124,NLMK,260
149124,ROSN,90
149124,SBER,200
149124,TRMK,1020
149124,VTBR,7e+05
149125,CHMF,100
149125,SU26221RMFS0,310
149127,ALRS,200
149127,GAZP,300
149127,MFON,30
149127,SBER,100
149129,SRZ7,839
149130,FEES,1e+06
149130,RASP,5000
149130,VTBR,10000
149131,PRFN,165000
149134,SRZ7,-93
149135,SiZ7,-500
149137,EUR_RUB__TOD,5000
149137,USD000000TOD,60000
149139,AFKS,800
149139,CHMF,20
149139,IRAO,6000
149139,LKOH,12
149139,LSRG,32
149139,MOEX,200
149139,NKNCP,200
149139,NLMK,150
149139,PRTK,300
149139,RSTI,11000
149139,RSTIP,10000
149139,SU26220RMFS2,10
149139,SU29006RMFS2,5
149140,DIXY,110
149140,GCHE,40
149140,KMAZ,1200
149140,LNTA,61
149140,SBER,300
149140,UNAC,80000
149140,VSMO,2
149140,YNDX,37
149142,AFLT,100
149142,IRAO,5000
149142,OFCB,7
149142,SBER,60
149142,SBERP,100
149146,AFKS,8000
149146,MAGN,5000
149146,MSNG,50000
149146,NVTK,200
149146,OGKB,350000
149146,PHOR,50
149146,POLY,250
149146,RUAL,2400
149147,GAZP,2540
149147,HYDR,56000
149147,LKOH,28
149147,RTKM,1210
149147,SNGS,2000
149147,SNGSP,3000
149147,VTBR,235000
149149,Si70000BL7,-1
149149,Si72000BL7,-9
149149,BR-10.17M260917PA47,-2
149149,BR-10.17M260917PA48,-2
149149,BR-10.17M260917PA49,-1
149149,BR-10.17M260917CA55,-1
149149,BR-10.17M260917CA56,-1
149149,BR-10.17M260917CA57,-1
149149,SR16500BX7,-10
149149,Si58000BW7,-1
149149,RTS-12.17M280917PA100000,-10
149149,RTS-12.17M280917PA102500,-10
149149,Si-12.17M280917CA60000,-10
149150,AFKS,10000
149150,BSPB,2000
149150,FEES,270000
149150,GAZP,250
149150,LNTA,150
149150,MRKC,150000
149150,MTLRP,500
149150,POLY,46
149150,RTKMP,800
149150,RUAL,4500
149150,SNGSP,2000
149150,UPRO,20000
149152,PTZ7,20
149152,BR-10.17M260917CA60,200
149153,RIZ7,15
149153,SiZ7,-1
149153,SRZ7,25
149154,BANE,1
149154,FEES,10000
149154,GAZP,10
149154,HYDR,2000
149154,LKOH,1
149154,MFON,10
149154,MOEX,30
149154,RSTI,16000
149154,RTKM,370
149154,UPRO,1000
149154,URKA,10
149154,VTBR,230000
149154,RIZ7,-1
149154,SiZ7,1
149154,SRZ7,-2
149154,PTZ7,1
149155,BRV7,-200
149157,AFKS,30
149157,ALRS,4
149157,LSNGP,2
149157,RSTI,-30
149157,VTBR,80
149158,MAGN,50000
149158,MTLR,1800
149158,RASP,6000
149158,USD000000TOD,8000
149160,AFKS,3200
149160,AKRN,5
149160,ALRS,400
149160,MOEX,230
149160,SBER,110
149160,SELGP,1700
149160,YNDX,12
149160,RIZ7,5
149161,AKRN,8
149161,BANEP,27
149161,MGNT,1
149161,MVID,4
149163,GMKN,28
149163,MOEX,40
149163,MSTT,1200
149164,AFKS,11200
149164,AGRO,211
149164,ALRS,2400
149164,APTK,14600
149164,BANEP,118
149164,GMKN,34
149164,MTSS,410
149164,RTKM,1850
149164,SNGSP,6700
149165,MRKC,88000
149165,MRKP,1670000
149165,MRKV,1750000
149165,MTLR,300
149165,MTLRP,1990
149165,OGKB,80000
149165,PRFN,3000
149165,RASP,2430
149166,GMKN,209
149166,GMKR-9.17,20
149166,GMZ7,2
149168,RIZ7,-1
149168,GZZ7,-1
149168,RI100000BJ7,-1
149168,RI105000BJ7,-1
149169,SiZ7,649
149169,Si55000BV7,984
149171,EDZ7,-341
149173,SiZ7,120
149174,GAZP,36810
149174,GMKN,110
149175,AFLT,600
149175,ALRS,-4000
149176,AFKS,1600
149176,AGRO,33
149176,BSPB,410
149176,DIXY,130
149176,GAZP,270
149176,MFON,70
149176,ROSN,90
149176,RSTI,34000
149176,RTKM,480
149176,SBER,50
149176,SIBN,30
149176,SNGSP,1000
149182,RIZ7,-6
149187,MXZ7,-2
149187,GZZ7,-5
149187,SRZ7,-55
149189,ACKO,31000
149191,RIZ7,-20
149193,GAZP,1930
149193,GMKN,10
149195,AGRO,76
149195,ALRS,900
149195,BANEP,30
149195,BSPB,500
149195,GAZP,100
149195,GMKN,10
149195,IRAO,24000
149195,LKOH,5
149195,MOEX,900
149195,MTSS,330
149195,PRTK,600
149195,SU25081RMFS9,2
149196,GMKN,5
149196,MTLRP,750
149197,RIZ7,-43
149198,SiZ7,-2
149203,PHOR,195
149209,BANEP,180
149209,FEES,5e+05
149209,GMKN,40
149209,KRKNP,1
149209,LSRG,16
149209,MOEX,900
149211,EDZ7,-49
149212,BRV7,76
149215,GAZP,1e+05
149215,ROSN,40000
149219,ENRU,80000
149219,GMKN,25
149219,NMTP,14000
149219,VSMO,1
149219,EDZ7,-2
149219,ALZ7,-2
149219,MEZ7,-4
149221,EDZ7,-50
149222,SiZ7,-4
149223,SNGS,8000
149223,URKA,6000
149224,AFLT,500
149224,GAZP,3000
149225,RIZ7,-1
149225,MMZ7,-10
149226,MTLR,650
149226,MTLRP,2050
149226,PLZL,25
149226,RUAL,5200
149226,URKA,350
149230,RI90000BX7,-85
149230,RI95000BX7,-30
149230,RI120000BL7,-52
149230,RI122500BL7,-25
149231,RIZ7,-10
149231,BRV7,-36
149234,RIZ7,17
149234,SiZ7,-18
149234,EuZ7,-31
149234,SRZ7,86
149235,ALRS,2000
149235,BANEP,50
149235,CHMF,10
149235,FEES,4e+05
149235,GAZP,500
149235,GMKN,40
149235,IRAO,20000
149235,ROSN,400
149235,VTBR,1e+06
149235,SiZ7,3
149235,BRV7,-40
149235,EDZ7,-5
149236,SRZ7,10
149236,GMZ7,1
149237,SRZ7,22
149237,GMZ7,2
149240,SiZ7,120
149240,BRV7,-20
149240,SVZ7,50
149240,SPZ7,-100
149241,SiZ7,10
149241,BRV7,-60
149242,BRV7,-5
149242,BR-10.17M260917PA53,5
149243,LKZ7,-60
149243,GDZ7,100
149244,SiZ7,15
149244,BRV7,-55
149245,SRZ7,-25
149250,RIZ7,6
149250,SiZ7,40
149250,Si63000BL7,-40
149253,GZZ7,-7
149256,RIZ7,1
149256,SRZ7,2
149256,GDZ7,-7
149259,RSTI,5e+06
149260,BRV7,80
149260,GDZ7,-1
149264,AGRO,25
149264,BANEP,80
149264,BSPB,1600
149264,EPLN,150
149264,FXGD,100
149264,FXIT,10
149264,FXUS,10
149264,GAZP,700
149264,GMKN,10
149264,KRKNP,6
149264,LNTA,300
149264,MTSS,800
149264,SBER,700
149264,SIBN,500
149264,UPRO,20000
149267,TGKO,100
149268,RIZ7,-1
149268,SiZ7,12
149270,PRFN,72000
149272,SiZ7,35
149274,ALRS,9700
149274,BANEP,1
149274,GAZP,100
149274,MFON,40
149276,RASP,580
149277,CHMF,40
149277,MTLR,29
149277,SBER,140
149278,BRV7,-20
149279,MMZ7,-3
149281,AFKS,500
149281,AGRO,30
149281,BANEP,36
149281,FXDE,21
149281,FXGD,77
149281,FXIT,11
149281,FXRU,21
149281,GAZP,950
149281,GMKN,4
149281,LKOH,17
149281,LNTA,57
149281,LSRG,8
149281,MAGN,600
149281,MGNT,3
149281,MOEX,250
149281,NKNCP,900
149281,NVTK,60
149281,PHOR,8
149281,POLY,16
149281,ROSN,150
149281,RUAL,300
149281,SBER,590
149281,SNGSP,1100
149281,TATNP,40
149281,VSMO,1
149281,YNDX,8
149282,ALRS,1000
149282,HYDR,190000
149282,MSNG,18000
149282,MTLRP,1830
149282,MTSS,300
149282,ODVA,421000
149282,TAER,17000
149282,TATN,90
149283,CHMF,270
149283,GAZP,660
149283,ROSN,320
149284,CHMF,1600
149284,IRAO,22000
149284,SU24018RMFS2,22
149284,TRNFP,1
149285,RIZ7,-25
149286,RIZ7,-70
149288,SU29006RMFS2,65
149288,GZZ7,2
149288,SRZ7,-2
149288,PTZ7,1
149288,VBZ7,-3
149288,MTZ7,-2
149288,SNZ7,2
149288,NKZ7,-1
149289,BRV7,-34
149290,ALRS,300
149290,IRAO,5000
149290,LKOH,5
149290,MGNT,2
149290,MOEX,100
149290,NLMK,200
149290,SBER,200
149290,SIBN,100
149291,BRV7,20
149295,SRZ7,-180
149297,AFKS,1500
149297,AGRO,17
149297,ALRS,500
149297,BSPB,270
149297,DSKY,150
149297,FEES,110000
149297,GAZP,510
149297,IRAO,3000
149297,LKOH,10
149297,LSRG,18
149297,MAGN,300
149297,MFON,70
149297,MOEX,370
149297,MSTT,80
149297,MTSS,130
149297,NLMK,50
149297,NVTK,80
149297,OFCB,8
149297,POLY,73
149297,QIWI,20
149297,ROSN,80
149297,RTKM,1570
149297,RTKMP,200
149297,RUAL,250
149297,SBER,70
149297,SU24018RMFS2,150
149297,SU24019RMFS0,100
149297,UPRO,3000
149297,URKA,90
149297,YNDX,5
149297,SiZ7,23
149297,CNY000000TOD,42000
149297,USD000000TOD,20000
149298,AGRO,155
149298,GAZP,4000
149298,NLMK,-2500
149298,POLY,160
149298,ROSN,1910
149298,RSTI,285000
149301,BRV7,-17
149302,GAZP,1350
149303,RIZ7,50
149304,SVZ7,40
149305,GAZP,1000
149305,MFON,10
149305,MOEX,790
149305,PRTK,300
149305,SIBN,70
149305,SNGS,300
149305,SNGSP,1600
149306,GMKN,120
149306,MFON,790
149306,PHOR,140
149306,SBER,1500
149306,EUR_RUB__TOD,3000
149307,BRV7,-50
149307,SRZ7,-565
149307,SVZ7,200
149307,TTZ7,-20
149308,AGRO,949
149308,GAZP,18860
149310,FEES,4020000
149310,KRKNP,27
149310,MRKV,2240000
149310,MSNG,83000
149310,MSTT,4250
149310,NKNCP,3800
149310,RUAL,7100
149312,EUR_RUB__TOD,7000
149313,AFKS,200
149313,ALRS,100
149313,FEES,50000
149313,GMKN,1
149313,MRKC,34000
149313,MRKP,40000
149313,MRKV,260000
149313,MSNG,4000
149313,MTLR,15
149313,MTLRP,650
149313,NMTP,2000
149313,NVTK,10
149313,PHOR,5
149313,PLZL,1
149313,POLY,5
149313,RASP,400
149313,RUAL,450
149313,SELGP,100
149313,TRCN,2
149313,VSMO,1
149315,GAZP,300
149315,GMKN,6
149315,LKOH,12
149315,MFON,80
149315,MTSS,150
149315,RSTI,25000
149315,RUAL,1500
149315,SBERP,100
149315,YNDX,10
149316,RIZ7,-9
149316,MXZ7,-5
149316,GZZ7,-25
149316,SRZ7,-100
149316,CHZ7,-1
149316,GMZ7,-1
149316,TTZ7,-2
149316,MTZ7,-1
149317,VBZ7,1
149319,USD000000TOD,15000
149321,AGRO,10
149321,ALRS,200
149321,BSPB,600
149321,GAZP,170
149321,OGKB,19000
149321,PHOR,4
149321,POLY,16
149321,QIWI,9
149321,SNGSP,200
149321,UPRO,5000
149322,EUR_RUB__TOD,1000
149322,USD000000TOD,6000
149324,BRV7,-22
149328,BRV7,-50
149331,TAER,210
149331,Si-12.17M280917CA59250,110
149333,ALRS,300
149333,BANEP,4
149333,BSPB,190
149333,FEES,10000
149333,LKOH,1
149333,LNTA,4
149333,LSRG,9
149333,MTLRP,90
149333,RSTIP,6000
149333,RTKMP,200
149333,SBER,80
149333,SNGSP,100
149333,SU29011RMFS2,2
149333,SU29012RMFS0,5
149333,RIZ7,-2
149333,SiZ7,10
149334,BRV7,47
149336,APTK,5100
149336,GRNT,51000
149336,GTLC,111000
149336,MTLR,1000
149336,PHOR,98
149336,TGKO,5000
149337,AFKS,1000
149337,ALRS,300
149337,FEES,90000
149337,GAZP,170
149337,GMKN,2
149337,LKOH,6
149337,MFON,10
149337,MTSS,60
149337,NMTP,2000
149337,ROSN,60
149337,RTKMP,400
149337,SBER,60
149337,SBERP,100
149337,SNGS,200
149337,SNGSP,300
149337,SU24018RMFS2,10
149337,SU26210RMFS3,50
149337,UPRO,7000
149337,VSMO,1
149341,SiZ7,-5
149341,MMZ7,-3
149341,MXZ7,-1
149341,GZZ7,13
149341,LKZ7,-5
149341,RNZ7,-3
149341,SRZ7,-8
149341,VBZ7,-4
149341,SR11000BX7,-1
149341,SR20000BL7,-42
149341,SR21000BL7,-58
149341,SR22000BL7,-31
149342,SiZ7,-150
149344,RIZ7,-1
149345,BRV7,-300
149351,ALRS,600
149351,CHMF,40
149351,FEES,230000
149351,GAZP,260
149351,SNGSP,1500
149352,VTBR,3456
149353,BANEP,141
149353,MFON,10
149353,PRTK,100
149353,RSTI,1000
149353,RTKMP,500
149353,SIBN,180
149353,TATN,10
149354,SNGSP,18900
149357,AFKS,4500
149357,MAGN,1600
149357,MRKC,50000
149357,POLY,4574
149357,TGKO,10000
149359,SNGS,7000
149359,SiZ7,16
149360,SiZ7,-219
149361,AFKS,85700
149363,MTLR,1
149363,TAER,30
149364,SU29011RMFS2,10
149366,ALRS,4300
149366,VTBR,6900000
149367,SNGSP,385000
149368,URKA,5
149368,SiZ7,18
149370,APTK,4400
149370,KMAZ,2300
149370,MTLR,465
149370,ROSN,150
149370,VTBR,780000
149372,AFKS,5000
149372,APTK,1700
149372,GAZP,47610
149372,MSNG,3e+05
149372,MSTT,830
149372,OGKB,539
149372,RBCM,1300
149372,SNGSP,3300
149373,AFLT,108000
149373,SBER,52000
149374,GAZP,120
149374,GMKN,1
149374,MGNT,-1
149374,MSNG,15000
149374,NLMK,-110
149374,OGKB,34000
149374,RTKM,210
149374,SBER,70
149374,SNGSP,500
149374,URKA,100
149374,YNDX,7
149375,AFKS,7000
149375,AGRO,150
149375,ALRS,500
149375,BANEP,80
149375,BSPB,1000
149375,GAZP,1000
149375,GTLC,1e+05
149375,HYDR,50000
149375,LKOH,20
149375,LNTA,200
149375,LSRG,100
149375,MFON,50
149375,MGNT,3
149375,MSRS,50000
149375,NVTK,200
149375,ODVA,120000
149375,PHOR,20
149375,PLZL,7
149375,POLY,100
149375,PRFN,25000
149375,ROSN,300
149375,RSTIP,30000
149375,RTKM,800
149375,RTKMP,2000
149375,SNGSP,2000
149375,TRMK,1000
149375,UPRO,40000
149375,VTBR,5e+05
149376,AFLT,7500
149376,SBER,-80000
149379,BANEP,500
149379,CHMF,600
149379,GMKN,12
149379,HYDR,220000
149379,KRKNP,15
149379,PHOR,25
149379,QIWI,172
149379,RUAL,10000
149379,SU24019RMFS0,549
149379,TRMK,10000
149381,SBERP,-4500
149381,Si56000BX7,20
149381,Si70000BL7,279
149381,Si75000BL7,600
149381,Si80000BL7,100
149381,RI75000BX7,132
149381,RI80000BX7,200
149381,Si63000BJ7,10
149381,Si63500BJ7,5
149381,Si64000BJ7,5
149381,RI82500BV7,200
149381,RI85000BV7,125
149381,RI100000BV7,100
149383,NVTK,400
149383,SNGS,7800
149383,SNGSP,3800
149383,TATN,250
149383,BRV7,8
149384,FXMM,2750
149384,SU24018RMFS2,1000
149384,BRV7,210
149384,EDZ7,95
149385,SU29006RMFS2,1000
149389,SiZ7,-14
149390,RIZ7,-63
149394,SRZ7,1
149400,MTLRP,5060
149411,GDZ7,16
149414,USD000000TOD,10000
149417,MGNT,380
149497,SiZ7,6
149497,SRZ7,28
149497,SPZ7,-42
149498,RIZ7,5
149498,SiZ7,40
149498,BRX7,-21
149501,SiZ7,-20
149512,ALRS,2500
149514,Si-12.17M280917PA58000,53
149515,BRV7,-1
149515,SVZ7,3
149515,SPZ7,-3
149515,BR-10.17M260917PA47,-15
149515,BR-10.17M260917PA48,13
149515,BR-10.17M260917PA53,-14
149515,BR-10.17M260917CA54,-1
149515,BR-10.17M260917PA54,10
149515,Si60000BJ7,20
149515,Si60500BJ7,-20
149515,Si60500BV7,1
149515,RTS-12.17M280917PA107500,-11
149515,RTS-12.17M280917PA110000,9
149517,SiZ7,-368
149522,EDZ7,-10
149523,SiZ7,7
149524,ROSN,760
149526,SBER,1000
149528,BRV7,-14
149528,EDZ7,-3
149530,RIZ7,-3
149531,RIZ7,-3
149531,SiZ7,-8
149531,SiH8,-3
149531,BRV7,-2
149531,SRZ7,2
149531,GDZ7,3
149531,EDZ7,1
149537,BRV7,10
149537,MXZ7,-1
149537,RNZ7,2
149537,GDZ7,-4
149537,VBZ7,-4
149543,LKOH,500
149543,VTBR,26380000
149543,MXZ7,-9
149545,AVAZ,20
149545,GAZP,3480
149545,HYDR,44000
149545,LKOH,14
149545,SU24018RMFS2,38
149545,VTBR,20000
149546,SiZ7,1
149548,APTK,272
149548,SiZ7,60
149549,BRV7,-166
149552,RIZ7,-1
149555,RI90000BX7,-15
149555,RI125000BL7,-10
149558,MGNT,20
149558,NLMK,1190
149558,SBER,570
149558,SiZ7,-2
149558,SRZ7,4
149561,SiZ7,-40
149562,MXZ7,1
149563,RIZ7,-100
149586,RIZ7,25
149586,Si70000BL7,-156
149586,Si78000BL7,-105
149586,Si80000BL7,-104
149586,RI80000BX7,-200
149586,RI82500BX7,-31
149586,RI85000BX7,-45
149586,RI87500BX7,-100
149586,RI90000BX7,-200
149586,RI92500BX7,-200
149586,RI95000BX7,-109
149586,RI97500BX7,100
149586,RI115000BL7,5
149586,RI117500BL7,-25
149586,RI120000BL7,-100
149586,RI122500BL7,-120
149586,RI125000BL7,-140
149586,RI127500BL7,-180
149586,Si70000BK7,-41
149587,SRZ7,20
149596,GAZP,3000
149596,LKOH,58
149596,RASP,4000
149597,GAZP,4000
149597,HYDR,2e+05
149597,RASP,5000
149597,SU26221RMFS0,180
149598,CHMF,10
149598,GMKN,2
149598,MAGN,300
149598,ROSN,40
149600,DASB,870000
149600,GAZP,364
149600,GMKN,20
149600,HYDR,17000
149600,IRAO,20000
149600,LKOH,7
149600,RASP,160
149601,GAZP,5250
149601,SBERP,6900
149604,ALRS,2800
149604,MGNT,-36
149605,SiZ7,-7
149606,BANE,10
149606,GAZP,400
149606,MOEX,610
149606,SBER,1670
149607,ALRS,400
149607,FEES,70000
149607,FXGD,25
149607,GAZP,210
149607,HYDR,21000
149607,LKOH,9
149607,MOEX,30
149607,MTSS,140
149607,NLMK,330
149607,RSTI,33000
149607,RTKM,100
149607,SBER,150
149607,VTBR,380000
149608,IRAO,-11000
149609,ALRS,300
149609,BSPB,200
149609,GAZP,380
149609,GMKN,1
149609,MAGN,600
149609,MOEX,200
149609,MTSS,50
149609,RASP,350
149609,UPRO,12000
149610,AFKS,9600
149610,ENRU,647000
149610,PHOR,3
149610,SELG,4300
149610,TRMK,2330
149610,YNDX,15
149614,BRV7,-220
149615,TGKA,1.95e+08
149616,RIZ7,-10
149616,BRV7,-250
149616,SRZ7,-100
149617,SRZ7,-30
149619,AFKS,7300
149619,ALRS,900
149619,GAZP,600
149619,MAGN,2500
149619,MOEX,500
149619,PHOR,25
149619,RSTI,1e+05
149619,RUAL,890
149620,SiZ7,20
149621,RIZ7,2
149621,SiZ7,4
149621,BRV7,-40
149621,GZZ7,-45
149621,LKZ7,-8
149621,SRZ7,-20
149621,SVZ7,50
149621,EDZ7,44
149621,VBZ7,80
149622,USD000000TOD,35000
149625,RIZ7,-1
149625,RTS-12.17M280917PA110000,26
149627,AFKS,10000
149627,DASB,5690000
149627,ROLO,1043000
149627,SELGP,71600
149628,LSNGP,2000
149628,MAGN,6000
149628,MSNG,60000
149628,RASP,2000
149628,SBERP,1000
149629,AFKS,2500
149629,ENRU,40000
149629,GMKN,6
149629,KRKNP,6
149629,LSNGP,300
149629,MAGN,1900
149629,MGNT,-15
149629,MSNG,30000
149629,MSTT,300
149629,MTLRP,930
149629,OGKB,121000
149629,PHOR,55
149629,PLZL,21
149629,RASP,640
149629,RUAL,3000
149629,SNGS,3000
