id,seccode,startPos
149629,TRCN,10
149629,UPRO,11000
149629,URKA,90
149631,RTKM,60000
149631,RTKMP,46400
149632,BRV7,-170
149632,GDZ7,80
149633,MAGN,3000
149633,NMTP,16000
149633,OGKB,239000
149633,RASP,970
149633,RUAL,2800
149634,BRV7,-4600
149635,ALRS,4000
149635,PLZL,43
149637,SiZ7,75
149637,EuZ7,-26
149637,BRV7,15
149637,SRZ7,75
149638,ENRU,165000
149638,KRKNP,3
149638,MRKP,4330000
149638,MRKV,-1730000
149640,BRV7,-20
149641,Si58000BJ7,545
149641,Si58500BJ7,2000
149643,GMKN,3
149643,MAGN,100
149643,MSNG,28000
149643,MTLRP,160
149643,RASP,620
149643,RUAL,1000
149644,ALRS,600
149644,BANEP,20
149644,HYDR,40000
149644,MTSS,300
149644,NLMK,450
149644,SBER,200
149644,VTBR,1e+05
149645,SiZ7,2
149645,BRV7,-1
149649,BANEP,53
149649,GAZP,70
149649,SU24018RMFS2,220
149649,SU24019RMFS0,50
149649,SU29010RMFS4,910
149651,RIZ7,2
149651,SiZ7,-1
149651,LKZ7,2
149651,SRZ7,5
149651,GDZ7,-1
149652,DASB,30
149653,RI95000BV7,196
149653,RI100000BV7,-233
149653,RI105000BV7,51
149653,RI115000BJ7,51
149653,RI120000BJ7,-227
149653,RI125000BJ7,98
149658,ALRS,1000
149658,MOEX,500
149658,POLY,60
149658,SNGS,2000
149658,USD000000TOD,1050
149660,RIZ7,2
149660,SiZ7,-7
149660,EuZ7,-6
149660,SRZ7,7
149660,Si59000BL7,40
149662,APTK,200
149662,BANE,12
149662,BANEP,20
149662,FXRU,6
149662,HYDR,10000
149662,LKOH,3
149662,MTLRP,10
149662,POLY,1
149662,ROSN,10
149662,SU24018RMFS2,633
149662,TAER,300
149662,TGKA,4e+05
149662,TGKO,340
149662,URKA,40
149662,SiZ7,3
149663,RI120000BL7,-15
149664,LSNGP,12
149667,GAZP,45000
149668,RIZ7,-25
149669,ALRS,1000
149669,GAZP,830
149669,RUAL,580
149669,SU29011RMFS2,87
149669,SU29012RMFS0,295
149670,SU24019RMFS0,144
149670,SU25081RMFS9,50
149672,FEES,1370000
149673,VTBR,140000
149674,BANEP,40
149674,LKOH,16
149674,SNGS,3000
149674,SNGSP,3000
149674,SU29011RMFS2,1634
149674,TRNFP,1
149675,ALRS,6300
149675,FEES,2900000
149675,GAZP,4200
149675,GMKN,97
149675,GRNT,120000
149675,LKOH,155
149675,MOEX,2360
149675,NLMK,2500
149675,NVTK,630
149675,ROLO,64000
149675,ROSN,280
149675,UPRO,85000
149676,GAZP,1740
149677,FXGD,650
149677,FXRU,35
149677,RIZ7,-205
149677,SiZ7,780
149677,SRZ7,-550
149677,GMZ7,-113
149678,GAZP,4050
149679,ALRS,12000
149679,GAZP,37000
149679,GZZ7,6
149680,APTK,90580
149680,GTLC,8e+05
149681,SRZ7,-85
149682,AGRO,6
149682,GAZP,700
149682,MGNT,1
149682,MSTT,100
149682,MTLRP,50
149682,MTSS,100
149682,SU24018RMFS2,100
149683,SU26216RMFS0,25
149684,BR-10.17M260917PA55,10
149684,BR-10.17M260917PA56,-3
149684,Si59000BJ7,4
149684,GZ12500BJ7,3
149684,SR19000BV7,2
149684,SR19500BJ7,-10
149684,SR20500BJ7,30
149684,RI117500BJ7,-1
149685,RTKM,3300
149687,MXZ7,50
149689,RASP,3000
149690,GAZP,850
149690,HYDR,80000
149691,BANEP,147
149691,GAZP,1300
149691,LKOH,25
149691,MFON,80
149691,QIWI,16
149691,SVAV,340
149692,AGRO,50
149692,ALRS,200
149692,FEES,350000
149692,GAZP,500
149692,RSTI,8000
149692,RTKM,400
149692,VTBR,4e+05
149693,AKRN,60
149693,BANEP,360
149693,MFON,327
149694,AFLT,1700
149694,GAZP,500
149694,ROSN,200
149694,VTBR,3e+05
149695,AVAZP,156800
149695,HYDR,220000
149695,MRKC,1007000
149695,RSTI,428000
149696,AKRN,44
149696,DIXY,650
149696,MFON,500
149696,MOEX,2630
149696,MTSS,1020
149696,NMTP,19000
149696,NVTK,470
149696,RTKM,4330
149696,RUAL,3320
149696,SIBN,680
149696,SNGS,11000
149696,TATN,1250
149696,TATNP,540
149700,GAZP,960
149700,ROLO,16000
149700,SELGP,11500
149700,SNGSP,2500
149702,AFKS,800
149702,ALRS,200
149702,FEES,220000
149702,GAZP,120
149702,LKOH,10
149702,MOEX,280
149702,SBER,200
149702,YNDX,24
149703,ALRS,100
149703,FEES,130000
149703,GAZP,250
149703,LKOH,12
149703,LSNGP,500
149703,MOEX,410
149703,MRKV,250000
149703,MSNG,22000
149703,MSTT,300
149703,MTLRP,290
149703,OGKB,61000
149703,PHOR,26
149703,PLZL,7
149703,PRTK,200
149703,RASP,150
149703,SBERP,300
149703,SIBN,190
149703,TGKA,1700000
149703,TRCN,5
149703,URKA,160
149704,RI97500BX7,-10
149704,RI120000BL7,-25
149704,RI125000BL7,-10
149704,RI127500BL7,-10
149704,RI107500BU9,-1
149704,RI97500BV7,-10
149704,RI100000BV7,-10
149709,SiZ7,-200
149710,BRZ7,-3
149712,FEES,150000
149712,GAZP,160
149712,GMKN,3
149712,LSNGP,400
149712,MOEX,260
149712,MRKV,220000
149712,MSNG,8000
149712,RSTI,17000
149712,RSTIP,12000
149712,RTKMP,500
149712,SBER,140
149712,SNGSP,900
149712,TRMK,360
149712,UPRO,11000
149712,VTBR,2e+05
149713,AFKS,3000
149713,AFLT,100
149713,AGRO,6
149713,AKRN,3
149713,ALRS,200
149713,AVAZ,100
149713,BANEP,3
149713,CHMF,150
149713,DIXY,10
149713,GAZP,50
149713,GMKN,2
149713,GTLC,43000
149713,HYDR,3000
149713,LKOH,2
149713,LNTA,10
149713,LSRG,11
149713,MAGN,200
149713,MGNT,2
149713,MOEX,70
149713,MSNG,2000
149713,MSRS,11000
149713,MSTT,100
149713,MTLR,13
149713,MTSS,20
149713,MVID,130
149713,NKNCP,4000
149713,NLMK,50
149713,NMTP,58
149713,NVTK,20
149713,ODVA,35000
149713,OGKB,5000
149713,PHOR,13
149713,POLY,155
149713,PRTK,300
149713,RBCM,1000
149713,ROSN,20
149713,RTKM,80
149713,RUAL,100
149713,SNGSP,1800
149713,SU24018RMFS2,1
149713,SU29011RMFS2,6
149713,SVAV,20
149713,TATNP,40
149713,TRMK,100
149713,UPRO,4000
149713,VSMO,1
149713,VTBR,230000
149713,YNDX,2
149715,AFKS,15300
149715,RTKMP,1000
149716,GAZP,60
149716,MGNT,-15
149716,NVTK,10
149716,TGKA,6e+06
149717,GZZ7,50
149717,LKZ7,30
149717,RNZ7,45
149717,GDZ7,-10
149719,USD000000TOD,5000
149720,BRV7,-247
149722,BRV7,127
149723,BANEP,86
149723,GAZP,23080
149723,RTKM,1160
149723,GZZ7,60
149723,PTZ7,-2
149724,SiZ7,60
149724,USD000000TOD,1
149728,AGRO,20
149728,ALRS,3
149728,BANEP,10
149728,GAZP,150
149728,GMKN,4
149728,MOEX,110
149728,POLY,10
149728,ROSN,50
149728,SU24018RMFS2,40
149728,SU26218RMFS6,20
149728,SU26221RMFS0,15
149728,SU29006RMFS2,25
149728,SU29010RMFS4,15
149728,TRMK,80
149731,SiZ7,-43
149735,FXRB,201
149735,FXRU,1
149735,SVAV,150
149781,ALRS,2400
149781,GAZP,1420
149781,LKOH,221
149781,ROSN,1110
149781,VTBR,6970000
149784,BANEP,51
149784,GMKN,6
149784,LKOH,37
149784,LNTA,182
149784,MFON,110
149784,NKNCP,9400
149784,UPRO,25000
149895,RIZ7,-10
149895,BRV7,-30
149900,USD000000TOD,3e+06
149902,SiZ7,70
149902,BRV7,-5
149902,SRZ7,-40
149902,EDZ7,-25
149902,AUZ7,-5
149902,JPZ7,20
149902,CAZ7,20
149902,MEZ7,-30
149902,AFZ7,-5
149906,SRZ7,36
149907,RI95000BX7,-27
149907,RI100000BX7,-16
149907,RI105000BL7,3
149907,RI105000BX7,-10
149907,RI110000BX7,4
149907,RI117500BL7,1
149907,RI120000BL7,-20
149907,RI122500BL7,-27
149907,RI125000BL7,7
149908,RIZ7,-5
149908,SiZ7,-5
149908,SRZ7,15
149908,SPZ7,16
149910,SR19500BV7,1
149910,RTS-12.17M280917PA112500,3
149911,RIZ7,20
149914,BSPB,1000
149914,FEES,1e+06
149914,HYDR,5e+05
149914,POLY,200
149914,RTKM,1000
149914,SNGSP,10000
149914,TRMK,3000
149915,LSNGP,100
149915,RASP,100
149916,FEES,13800
149916,LKOH,2112
149916,LNTA,2700
149917,SRZ7,-1
149919,GMKN,13
149919,MSNG,33000
149919,NLMK,260
149919,RASP,1500
149920,AFKS,9000
149920,GAZP,1070
149921,SiZ7,-6
149922,SU24019RMFS0,250
149922,SU26219RMFS4,377
149922,RIZ7,-60
149922,SiZ7,652
149922,BRX7,8
149922,GZZ7,12
149922,LKZ7,14
149922,RNZ7,9
149922,SRZ7,-30
149922,GMZ7,1
149922,RI95000BB8,-3
149922,Si65500BI8,-1
149922,Si75000BI8,1
149922,Si83000BI8,-1
149922,Si90000BI8,-3
149922,Si57000BX7,-1
149922,Si59000BX7,-2
149922,Si75000BL7,-42
149922,Si78000BL7,-11
149922,Si90000BL7,52
149922,RI75000BX7,-2
149922,RI80000BX7,-47
149922,RI85000BX7,-1
149922,RI90000BX7,-50
149922,RI95000BX7,-3
149922,RI97500BX7,-26
149922,RI100000BL7,-1
149922,RI100000BX7,-62
149922,RI102500BX7,-20
149922,RI105000BL7,-1
149922,RI120000BL7,-25
149922,RI140000BL7,-12
149922,RI80000BO8,-30
149922,RI100000BO8,-2
149922,RI120000BC8,-3
149922,RI67500BU9,-50
149922,RI90000BU9,-2
149922,RI150000BI9,8
149922,SR18500BL7,-5
149922,SR20000BL7,-1
149922,Si58500BJ7,-20
149922,Si58500BV7,-20
149922,Si59500BV7,-5
149922,Si67750BJ7,-1
149922,BR39BJ7,-8
149922,SR16000BV7,-15
149922,SR18000BV7,-50
149922,SR20000BJ7,-1
149922,SR20750BJ7,-4
149922,RI90000BV7,-35
149922,SR17500BW7,-1
149922,USD000000TOD,57000
149953,BRV7,10
149953,LKZ7,12
149953,SRZ7,10
149953,EDZ7,40
149953,GMZ7,3
149953,NKZ7,1
149953,AFZ7,5
149957,EDZ7,500
149976,EDZ7,-425
149984,EDZ7,-100
149986,EDZ7,-250
150001,FEES,3e+05
150001,FXRB,100
150281,MOEX,10
150281,RSTIP,2000
150281,SU24018RMFS2,400
150282,RIZ7,-1
150284,SiZ7,-30
150284,BRX7,20
150284,SVZ7,200
150284,JPZ7,-60
150285,GAZP,400
150285,SU24018RMFS2,5
150285,SU26204RMFS6,4
150285,SU29011RMFS2,5
150289,DIXY,10
150289,BRV7,-4
150289,RNZ7,-1
150289,SVZ7,-2
150290,FEES,1940000
150290,MOEX,2650
150290,SNGSP,11700
150291,SRZ7,-25
150293,GAZP,1000
150293,SRZ7,-2
150295,SNGSP,25800
150296,AFLT,200
150296,GAZP,110
150296,MTLR,181
150296,RSTI,59000
150296,SBER,150
150296,SBERP,100
150298,AFLT,800
150298,CHMF,30
150300,ALRS,1000
150300,CHMF,300
150300,FEES,690000
150300,GMKN,80
150300,GTLC,114000
150300,MOEX,3000
150300,NMTP,23000
150300,ROSN,500
150300,RSTI,133000
150300,SBER,1000
150300,SIBN,1370
150303,SiZ7,14
150306,BRV7,100
150306,GDZ7,-20
150307,KRKNP,1
150307,MSTT,160
150307,RASP,100
150307,RSTIP,8000
150307,RTKMP,200
150307,TATNP,40
150308,ALRS,4000
150309,ALRS,103000
150310,BRV7,-2
150310,BR52BV7,100
150311,RASP,3480
150312,BSPB,900
150312,GAZP,1720
150313,AFKS,4000
150313,ALRS,1800
150313,BANEP,76
150313,FEES,3e+05
150313,GAZP,470
150313,NVTK,80
150314,SiZ7,-6
150315,GAZP,2000
150315,VTBR,1e+07
150315,BR54BV7,200
150316,MFON,460
150317,Si50000BX7,180
150317,Si55000BX7,20
150318,CHMF,560
150318,FXMM,126
150318,GAZP,3800
150318,MAGN,12700
150318,MOEX,3730
150318,NVTK,660
150318,SBER,2900
150318,SNGSP,14300
150319,SiZ7,-24
150321,FEES,530000
150322,GAZP,7800
150323,AFKS,1000
150323,ALRS,300
150323,BSPB,350
150323,FEES,50000
150323,FESH,20
150323,GAZP,130
150323,IRAO,5000
150323,LKOH,20
150323,LSNGP,500
150323,MAGN,700
150323,MSNG,10000
150323,MTLRP,550
150323,MVID,100
150323,OGKB,10000
150323,PHOR,22
150323,SU26210RMFS3,70
150323,SU26221RMFS0,40
150323,SU29011RMFS2,60
150323,VTBR,2e+05
150324,SiZ7,-150
150324,BRV7,30
150324,MMZ7,1
150327,PRFN,275000
150328,ALRS,1200
150328,GAZP,1680
150330,SiZ7,7
150331,AFKS,7300
150331,ALRS,1700
150331,MOEX,50
150331,POLY,10
150333,GMKN,26
150334,AFLT,9000
150334,GAZP,15000
150334,SiZ7,12
150335,AFLT,38000
150335,GAZP,25000
150335,SNGS,60000
150335,SNGSP,15000
150336,FXMM,65
150336,SU24018RMFS2,98
150336,VTBR,10000
150337,FEES,18550000
150337,MRKC,2e+06
150337,RSTI,1546000
150338,AFKS,1700
150338,AFLT,100
150338,GAZP,40
150338,GCHE,3
150338,GMKN,2
150338,KRKNP,1
150338,LKOH,1
150338,LSNGP,200
150338,LSRG,11
150338,MFON,60
150338,MGNT,1
150338,MOEX,330
150338,MTLRP,30
150338,MTSS,40
150338,NKNCP,200
150338,NLMK,70
150338,NMTP,2000
150338,PHOR,10
150338,RASP,410
150338,RTKMP,100
150338,SBER,40
150338,SBERP,100
150338,SNGSP,400
150338,SU29006RMFS2,2
150338,TRCN,1
150338,TRMK,110
150340,SNGS,19000
150341,FESH,19400
150341,GCHE,19
150341,KMAZ,300
150341,NVTK,180
150341,TATNP,70
150341,YNDX,60
150342,DASB,110000
150342,GRNT,250000
150342,MOEX,3000
150342,PRFN,15000
150342,SBER,-360
150343,GAZP,2200
150343,LKOH,84
150343,SU25081RMFS9,325
150343,SVAV,480
150344,GAZP,4420
150345,SiZ7,9
150345,Si57500BV7,-5
150345,Si58000BV7,24
150345,Si58500BJ7,-12
150345,BR55BV7,-6
150345,BR60BJ7,1
150345,BR61BJ7,-4
150345,Si-12.17M280917PA58500,-1
150345,Si-12.17M280917CA59500,3
150348,GMKN,40
150348,MAGN,3000
150350,RI105000BX7,1
150351,BRV7,1
150352,SRZ7,-3
150353,BRV7,-120
150357,ALRS,2700
150357,GAZP,10000
150357,HYDR,3e+05
150357,MAGN,5000
150357,MTLR,1000
150357,PRTK,700
150357,RSTI,1e+05
150357,TRNFP,1
150358,AFZ7,-17
150360,SiZ7,11
150360,Si59000BX7,20
150363,AFKS,4100
150363,AGRO,44
150363,AKRN,21
150363,APTK,370
150363,BANE,17
150363,BANEP,23
150363,DIXY,230
150363,GAZP,1230
150363,MFON,160
150363,MGNT,9
150363,PHOR,2
150363,PLZL,11
150363,RNFT,49
150363,RTKM,480
150363,SNGS,3200
150363,SNGSP,3700
150363,UPRO,24000
150363,URKA,180
150366,SNGSP,142
150368,SiZ7,-5
150370,MAGN,80
150370,MTLRP,50
150371,RIZ7,-5
150371,SiZ7,5
150371,SRZ7,5
150371,RTS-12.17M280917PA112500,28
150373,RIZ7,1
150373,SiZ7,9
150373,BRX7,-1
150373,MMZ7,10
150373,GZZ7,45
150373,LKZ7,9
150373,RNZ7,3
150373,GMZ7,1
150374,AFLT,15000
150374,FEES,8500000
150374,RASP,8000
150374,USD000000TOD,2837
150375,RIZ7,-35
150375,SiZ7,284
150375,GZZ7,1286
150375,Si56000BX7,2
150375,Si57500BX7,33
150375,Si61000BL7,-20
150375,Si61500BL7,-20
150375,Si62000BL7,-534
150375,Si63000BL7,-409
150375,Si64000BL7,-20
150375,GZ12250BL7,-229
150375,GZ12500BL7,-917
150375,GZ13000BL7,-370
150375,GZ13500BL7,-242
150375,GZ14000BL7,-129
150375,GZ14250BL7,-1
150375,Si56500BV7,6
150375,Si58500BV7,76
150375,Si60500BJ7,-60
150375,Si61000BJ7,-90
150375,Si61500BJ7,-50
150375,GZ12500BJ7,-208
150375,GZ12750BJ7,-595
150375,GZ13000BJ7,-762
150375,GZ13250BJ7,-277
150375,GZ13750BJ7,-1
150375,RI115000BJ7,117
150375,Si-12.17M280917CA58000,2
150375,Si-12.17M280917PA58000,41
150375,Si-12.17M280917CA58750,3
150376,GAZP,322
150376,SNGSP,361
150376,URKA,279
150376,VTBR,624
150377,SiZ7,10
150378,BRX7,-178
150379,GDZ7,-7
150379,PTZ7,2
150380,GAZP,1000
150380,GMKN,20
150380,LKOH,100
150380,ROSN,100
150380,SNGSP,10000
150381,SiZ7,15
150382,RTS-12.17M280917CA115000,1450
150382,Si-12.17M280917PA58000,750
150384,EDZ7,15
150385,GAZP,20000
150385,RIZ7,-40
150385,SiZ7,20
150385,BRV7,-20
150385,BRX7,-45
150385,RI110000BV7,10
150385,RI115000BJ7,10
150387,SBER,8170
150388,BRV7,-35
150389,EuZ7,141
150389,EDZ7,-1
150390,GAZP,1800
150390,MAGN,-10000
150392,ALRS,82
150392,IRAO,30
150392,LKOH,-75
150393,MMZ7,1
150503,RIZ7,1
150505,AGRO,40
150505,ALRS,1000
150505,FESH,100
150505,GAZP,840
150505,MAGN,1000
150505,MFON,10
150505,MOEX,1000
150505,MRKV,2e+05
150505,NKNCP,2000
150505,PHOR,21
150505,PLZL,6
150505,POLY,83
150505,PRTK,100
150505,SBER,40
150505,VTBR,1450000
150506,ALRS,1300
150506,GAZP,4100
150506,RASP,1500
150506,BRV7,-3
150507,FEES,5e+06
150507,GAZP,5700
150507,GMKN,50
150507,MRKP,2820000
150507,MSTT,2860
150507,MTLRP,1000
150507,ROSN,3775
150507,RTKM,11150
150507,VTBR,3.6e+07
150511,MTLR,4
150511,PRFN,44000
150513,SiZ7,240
150514,AFKS,10000
150514,DASB,250000
150514,RSTI,1e+05
150514,RTKM,1150
150514,SNGS,3000
150514,TAER,10000
150515,TGKO,2105000
150516,CHMF,20
150516,SNGSP,1000
150516,VTBR,2e+05
150517,ALRS,1600
150517,DASB,150000
150517,GTLC,640000
150517,MTLRP,1900
150517,NMTP,50000
150518,AFKS,2000
150518,AGRO,21
150518,ALRS,100
150518,CHMF,50
150518,DSKY,110
150518,FEES,70000
150518,FXMM,142
150518,GMKN,4
150518,HYDR,13000
150518,LSRG,20
150518,MOEX,190
150518,NKNCP,1300
150518,NVTK,80
150518,PHOR,10
150518,POLY,17
150518,RNFT,7
150518,RTKM,290
150518,SNGSP,900
150518,SU24018RMFS2,70
150518,SU25081RMFS9,80
150518,SU26204RMFS6,70
150518,SU26207RMFS9,8
150518,SU26210RMFS3,35
150518,SU26216RMFS0,35
150518,SU29006RMFS2,10
150518,VSMO,1
150519,SU24019RMFS0,4
150519,SU29006RMFS2,2740
150519,SU29009RMFS6,108
150519,SU29011RMFS2,272
150521,CHMF,110
150522,ALRS,4200
150522,CHMF,130
150522,FEES,2110000
150522,FXGD,175
150522,GAZP,3040
150522,GMKN,36
150522,HYDR,240000
150522,LKOH,86
150522,LSNGP,2800
150522,MOEX,2480
150522,MTSS,420
150522,NLMK,370
150522,RSTIP,60000
150522,RTKMP,4900
150522,SBERP,800
150522,SNGSP,3200
150522,SU26204RMFS6,160
150522,VSMO,12
150524,SBER,-250
150524,SiZ7,20
150524,SRZ7,-80
150526,BRX7,-2
150527,EUR_RUB__TOD,4996
150527,USD000000TOD,4000
150529,AFKS,12000
150529,ALRS,3000
150529,GAZP,6000
150529,LSNGP,2200
150529,MAGN,9000
150529,MRKV,1100000
150529,MSNG,60000
150529,MTLR,1000
150529,MTLRP,2000
150529,OGKB,210000
150529,PHOR,60
150529,RASP,2000
150529,RUAL,50
150529,SBER,800
150532,RIZ7,31
150532,RI92500BX7,-300
150532,RI95000BX7,-670
150532,RI97500BX7,-90
150532,RI100000BX7,-100
150532,RI110000BL7,-187
150532,RI110000BX7,-64
150532,RI112500BX7,-28
150532,RI112500BJ7,84
150532,RI112500BV7,276
150532,RI115000BJ7,319
150532,RI120000BJ7,-382
150532,RI122500BJ7,-200
150532,RTS-12.17M280917PA107500,100
150533,AFKS,5400
150533,FEES,580000
150533,GAZP,1320
150533,IRAO,18000
150533,NVTK,330
150533,ROSN,410
150534,ALRS,1100
150534,GAZP,1570
150534,HYDR,70000
150534,MAGN,900
150534,RTKMP,1400
150534,RUAL,3000
150534,UPRO,26000
150534,VTBR,8e+05
150534,USD000000TOD,126
150535,GAZP,50
150535,PIKK,810
150535,SBER,170
150535,YNDX,30
150537,LKOH,200
150537,MRKC,1250000
150538,BRX7,-1
150538,BR45BV7,5
150538,BR49BV7,1
150538,BR50BV7,2
150538,BR51BV7,1
150540,IRAO,121000
150543,SiZ7,-6
150543,BRZ7,2
150543,RI115000BL7,1
150543,RI120000BL7,2
150543,RI122500BL7,5
150543,Si54000BV7,100
150543,Si55000BV7,40
150543,Si56000BV7,48
150543,Si57000BV7,27
150543,Si58000BV7,30
150543,Si59000BV7,5
150543,RI110000BJ7,2
150543,RI112500BJ7,4
150543,RI115000BJ7,7
150543,RI117500BJ7,20
150543,RI120000BJ7,42
150543,RI122500BJ7,10
150543,RI125000BJ7,50
150543,Si58000BW7,2
150546,SiZ7,7
150547,SiZ7,84
150547,SiH8,-4
150547,BRV7,-20
150547,BRX7,5
150547,SRH8,-15
150548,FXGD,10
150548,FXMM,40
150548,MOEX,3500
150548,SNGSP,4500
150549,SNGSP,21200
150550,RIZ7,-165
150550,BRV7,-5
150550,BRX7,-45
150554,AFKS,300
150554,GAZP,50
150555,ROSN,140
150556,GAZP,390
150556,RSTI,54000
150556,SBER,250
150558,LKOH,129
150558,MTSS,40
150559,ALRS,5700
150559,GAZP,7260
150559,PHOR,202
150559,POLY,785
150559,ROSN,1450
150559,RTKM,6750
150559,SU24018RMFS2,569
150559,VTBR,15160000
150560,GAZP,9e+05
150562,KRKNP,114
150562,LSNGP,700
150562,BRV7,1
150563,OGKB,1454000
150563,Si50000BX7,27
